12,0,0,4,2,0,0,2,2,0,2,0,2,0,0,0,2,0,0,0,24.349644229606618
10,2,2,2,2,0,0,0,0,2,2,0,4,0,0,2,2,0,0,0,4.642659714801189
10,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,4,2,8,5.336924577126234
10,0,0,0,0,0,2,0,0,2,0,0,2,2,6,4,2,0,0,0,1.2847552351029905
8,2,0,0,0,8,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0.3032243549846865
8,0,2,2,0,4,0,2,4,0,2,0,0,0,2,0,0,0,0,0,16.284496522703535
8,0,2,0,2,0,0,2,0,0,2,0,4,0,0,4,0,0,2,0,3.4043113515629284
8,0,0,4,0,0,0,6,2,4,0,2,0,2,0,0,0,2,0,0,5.479993511078564
8,0,0,2,2,2,0,2,0,2,0,0,0,2,4,0,2,0,2,0,5.813587569854679
8,0,0,2,0,4,6,0,0,0,2,6,0,0,0,0,2,0,0,0,9.701178364559357
8,0,0,2,0,2,2,0,0,4,2,0,0,2,4,2,0,0,0,2,25.135392681295986
8,0,0,0,2,0,0,4,0,0,0,6,4,0,0,0,0,0,2,2,2.8335025911723943
8,0,0,0,0,0,6,4,0,0,4,0,2,2,0,2,0,0,0,2,3.637077710440268
6,6,0,0,0,6,4,0,2,0,2,0,0,0,0,2,0,0,0,0,5.980297890606328
6,4,0,0,0,2,2,0,0,2,0,2,4,0,0,4,0,0,0,0,19.37077268144559
6,2,8,2,0,0,0,0,0,0,2,4,0,0,2,0,0,2,2,0,65.43784335783516
6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,4,0,2,4,3.0478073494473072
6,2,0,0,0,0,2,6,0,0,0,0,4,0,2,4,0,2,0,2,0.8773292164866784
6,0,2,2,0,4,2,4,0,0,0,0,8,0,0,2,0,0,0,0,32.94873030797042
6,0,2,2,0,2,0,0,0,2,0,0,0,2,0,0,2,8,0,4,8.586812495090403
6,0,2,0,0,2,0,4,4,0,0,0,0,0,0,2,10,0,0,0,1.9066288552671784
6,0,2,0,0,2,0,0,0,4,0,0,0,2,4,0,4,0,2,2,20.93714064011718
6,0,0,4,0,2,0,2,2,0,0,0,2,0,6,4,0,0,2,0,3.8369991048916487
6,0,0,4,0,0,2,0,4,2,0,2,0,0,0,2,4,0,2,2,31.311643719753036
6,0,0,2,4,2,0,0,0,4,0,0,6,2,0,2,0,2,0,0,10.018168767613586
6,0,0,2,2,0,6,0,0,4,2,4,0,0,2,0,0,0,0,2,5.147585845128202
6,0,0,2,2,0,0,6,2,0,0,0,0,0,0,0,0,2,0,8,2.9286960072501347
6,0,0,0,4,0,0,2,0,0,0,2,0,2,6,2,0,0,2,2,8.863520653927617
6,0,0,0,0,4,2,2,0,0,0,0,4,0,10,2,0,0,0,0,12.881508881786797
6,0,0,0,0,0,4,6,0,2,0,4,0,0,4,0,0,0,0,4,21.327428223707965
6,0,0,0,0,0,0,0,2,0,6,0,6,4,0,0,0,0,2,2,11.76086157231071
4,8,2,2,2,0,0,0,2,0,0,0,0,0,2,2,0,2,0,0,12.963625653999951
4,8,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0,4,4,0,11.39722217734953
4,4,4,0,4,0,0,2,0,2,2,0,2,4,0,0,2,0,0,0,40.14860640370535
4,4,2,2,0,0,0,0,0,2,0,2,0,0,0,0,4,4,0,4,9.534898797310706
4,4,2,0,2,0,0,2,4,0,2,0,0,0,2,4,0,0,0,4,30.64321073939219
4,4,0,0,0,4,4,0,2,2,0,0,2,0,0,6,0,2,0,0,13.904729242246413
4,4,0,0,0,2,0,0,0,0,4,2,0,0,0,0,8,4,0,2,14.88839135519277
4,4,0,0,0,0,2,0,0,0,4,2,2,2,2,0,0,0,2,4,2.776817888903582
4,2,4,0,2,4,2,0,0,0,0,0,2,0,2,0,4,0,2,0,8.519961686614513
4,2,2,0,0,0,0,2,0,4,2,2,0,2,4,0,2,4,0,0,1.2867822697635891
4,2,2,0,0,0,0,0,6,0,4,0,4,2,2,2,0,0,0,2,16.485402877326326
4,2,0,4,2,0,2,0,4,0,2,0,0,0,6,0,0,0,0,4,71.79528495070903
4,2,0,2,2,4,0,0,2,0,2,0,0,0,2,2,0,4,2,0,6.191876576149361
4,2,0,2,0,0,4,0,0,0,0,0,0,0,2,0,8,2,6,0,7.045187374405858
4,2,0,2,0,0,2,2,0,2,0,2,4,0,6,0,0,2,0,0,6.685392088116691
4,2,0,2,0,0,2,0,2,6,0,0,2,2,0,2,4,0,0,0,10.69750446498517
4,2,0,0,2,0,2,0,0,2,2,0,2,2,2,0,0,0,4,0,43.9716055992423
4,2,0,0,2,0,0,0,2,4,0,0,6,0,0,2,2,0,4,0,8.650374699214035
4,2,0,0,0,0,2,0,2,4,2,8,2,2,0,0,0,0,2,0,62.9541140398632
4,2,0,0,0,0,2,0,0,2,10,4,0,0,0,0,4,2,0,0,11.296594983064029
4,0,6,2,0,4,0,0,0,0,0,0,0,0,0,2,0,2,2,8,18.494824805632145
4,0,6,0,0,0,4,0,10,0,0,0,2,2,0,0,0,0,0,2,13.593901491841464
4,0,4,6,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,0,0.7942343786635812
4,0,2,6,2,4,0,0,2,2,0,0,2,0,0,2,0,4,0,0,12.035191205941683
4,0,2,4,0,0,2,2,0,2,0,0,2,2,0,2,2,0,0,6,11.153674486923098
4,0,2,4,0,0,2,0,6,0,0,0,0,2,2,4,0,2,0,2,41.253254582074675
4,0,2,2,4,4,2,2,0,0,0,0,0,0,0,2,0,8,0,0,36.98528997509612
4,0,2,2,0,0,2,2,4,0,0,4,2,2,2,0,0,0,0,0,34.391818279499255
4,0,2,0,4,2,0,0,0,10,0,2,2,2,2,0,0,0,0,0,23.7332941152472
4,0,2,0,2,2,2,0,0,2,0,2,2,0,2,2,2,6,0,0,4.0476147612807996
4,0,2,0,2,2,0,0,4,0,6,0,0,0,2,0,0,0,0,6,11.520238398157568
4,0,2,0,0,2,0,0,0,4,0,2,4,0,0,6,0,2,2,0,16.59878333555595
4,0,0,14,2,0,0,2,0,4,2,0,0,0,0,0,2,0,0,0,12.307815211127084
4,0,0,6,0,6,0,0,0,0,0,0,4,4,0,2,0,2,0,2,11.5700930327148
4,0,0,4,6,0,0,4,0,2,0,0,0,0,0,2,0,0,4,0,12.73013648633356
4,0,0,2,8,0,2,2,0,0,0,0,2,0,2,0,0,4,2,0,7.340962220269449
4,0,0,2,2,4,2,4,0,0,0,4,0,6,0,0,0,0,0,2,3.993247719070922
4,0,0,0,8,0,0,0,2,4,2,0,2,0,0,2,0,2,4,0,9.621768889759853
4,0,0,0,4,0,0,2,4,0,2,0,0,0,4,2,0,0,6,0,13.016628331743874
4,0,0,0,2,4,0,0,0,8,2,0,0,6,0,2,2,0,0,0,20.360802682115207
4,0,0,0,0,0,4,0,0,0,4,4,2,0,2,2,0,8,0,0,8.306159876449042
4,0,0,0,0,0,0,4,0,2,0,0,4,2,0,2,2,0,10,0,5.09338292252392
2,10,2,0,0,0,0,0,0,0,0,0,4,2,0,0,0,8,0,2,46.616706621619194
2,8,2,0,0,2,0,0,6,0,6,0,0,0,0,2,2,0,0,0,33.520934026311885
2,8,0,2,4,2,0,0,0,2,0,0,4,0,0,0,0,2,4,0,5.161672229988989
2,6,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.911163813709679
2,6,2,4,2,6,2,0,0,0,0,2,2,0,0,0,0,2,0,0,12.705896229952234
2,6,2,2,2,4,0,0,2,0,4,0,0,0,2,0,0,0,2,0,8.822113577075195
2,6,0,4,0,6,0,0,0,0,2,2,0,2,0,0,0,6,0,0,27.298083374227026
2,4,10,0,4,2,0,2,0,0,0,0,2,0,0,0,0,0,4,0,18.78848717051432
2,4,2,6,0,0,0,0,0,0,2,0,0,4,2,0,0,6,0,2,9.693163336392699
2,4,2,0,2,0,2,2,0,6,0,0,2,0,0,4,0,2,2,0,22.56671012326989
2,4,0,4,0,4,0,2,4,2,0,0,0,0,2,0,2,0,0,2,1.555461659115054
2,4,0,0,4,0,2,0,0,0,0,2,2,0,0,0,12,2,0,0,28.53684788683612
2,4,0,0,2,0,4,2,0,0,2,4,2,2,0,2,4,0,0,0,14.959535169903749
2,4,0,0,0,2,2,2,0,2,0,0,0,2,4,0,2,2,4,0,20.666997103202277
2,4,0,0,0,2,0,0,0,2,0,8,2,0,0,0,2,2,2,4,33.79431090620958
2,4,0,0,0,0,2,8,4,0,0,0,2,0,2,0,2,2,2,0,21.029789498575717
2,2,10,0,0,0,2,4,0,0,0,0,0,0,0,0,6,0,4,0,14.05798169648019
2,2,8,4,0,0,4,0,0,0,0,0,0,0,2,0,0,6,0,0,7.995492241514252
2,2,8,2,2,0,0,0,0,4,6,0,2,0,0,0,0,2,0,0,6.06333187422955
2,2,4,0,0,0,0,0,2,10,2,0,0,0,0,4,2,0,0,2,1.2439565683980343
2,2,2,6,0,2,0,0,0,2,4,2,0,0,0,2,4,2,0,0,12.03884464984478
2,2,2,4,0,4,2,2,0,4,0,2,0,2,0,0,0,2,0,0,4.580637096246968
2,2,2,2,2,0,2,0,2,2,2,0,2,0,4,0,0,0,6,0,17.447511656240007
2,2,2,2,0,0,4,2,0,0,0,2,0,0,4,4,0,2,2,2,41.09923622260049
2,2,2,0,4,0,2,0,2,0,0,8,2,0,0,2,0,0,2,2,34.58761605521597
2,2,2,0,2,0,2,2,0,4,0,4,0,2,0,0,2,4,0,0,51.580966012263254
2,2,2,0,2,0,0,6,2,2,2,0,0,0,0,8,2,0,0,0,3.4184993364601652
2,2,2,0,0,2,0,2,2,2,6,2,0,2,0,4,0,0,0,0,20.363186731422942
2,2,2,0,0,0,4,0,2,2,2,0,10,4,0,0,0,0,0,0,18.421172030463033
2,2,2,0,0,0,0,2,0,0,2,4,0,0,2,0,0,4,8,0,38.77539690220472
2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,-1.374851521392276
2,2,0,6,0,0,2,12,0,0,0,0,4,0,0,2,0,0,0,0,8.568803646725053
2,2,0,2,4,0,0,0,0,0,2,2,0,0,0,0,2,0,8,2,25.687644342943223
2,2,0,2,2,2,4,0,6,4,2,0,0,0,0,0,0,0,0,2,5.691985207749452
2,2,0,2,2,0,0,6,2,0,0,0,0,0,0,2,0,0,2,6,11.529048473598529
2,2,0,2,0,2,0,2,2,2,0,8,0,2,0,2,0,2,0,0,3.152511782394343
2,2,0,2,0,0,2,0,0,0,10,6,2,0,0,2,0,0,0,0,28.838607148720502
2,2,0,2,0,0,0,0,4,2,0,0,0,0,0,8,4,2,4,0,7.783594661825602
2,2,0,0,6,0,2,6,0,0,0,0,4,0,0,0,0,2,2,2,8.470705482997523
2,2,0,0,4,0,0,0,4,4,4,0,0,0,2,2,4,0,0,2,8.570104412402795
2,2,0,0,2,6,0,4,0,0,2,0,0,4,2,0,0,2,0,2,4.120590617852226
2,2,0,0,2,2,2,2,4,2,0,0,0,2,0,2,0,0,4,4,37.373094252545634
2,2,0,0,2,0,0,0,0,0,4,0,6,8,2,2,0,0,0,0,4.938639902591273
2,2,0,0,0,10,0,10,0,0,0,0,0,4,0,0,0,2,0,0,27.91681339297894
2,2,0,0,0,2,6,0,2,0,0,4,0,4,4,0,0,0,2,0,12.793970199211143
2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,20,2,0,0,0,22.596898891508012
2,2,0,0,0,0,10,0,4,2,2,4,0,0,0,0,0,4,0,0,21.648321994726548
2,2,0,0,0,0,4,0,6,0,2,0,4,0,0,0,2,6,2,0,12.223183281452402
2,2,0,0,0,0,2,0,6,0,2,0,0,8,0,0,0,2,0,0,31.558704136127673
2,2,0,0,0,0,2,0,0,0,0,0,2,0,8,2,4,0,0,2,19.656405859694313
2,2,0,0,0,0,0,2,6,4,4,0,2,0,0,0,0,2,0,6,31.123282408094198
2,2,0,0,0,0,0,0,2,0,2,0,4,0,2,6,2,4,0,2,8.923175857729305
2,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,-0.10668574746182696
2,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,0.6390194948322557
2,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,-2.115901602314179
2,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,-0.9131027236972261
2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,0.30412450809954855
2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1.1233845695409874
2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1.9321716481867968
2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,-0.4586139196429818
2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,0.8117034159859499
2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1.120766517031673
2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1.0852596984798437
2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,-1.1991050478229635
2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,-0.5046319778867274
2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2.6393488758170838
2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,-1.1210952071417728
2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1,1,0.34492301680925885
2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,0.08955629250385193
2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,-0.0012076648161730042
2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,-0.42309418248809044
2,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,-0.3155448720101283
2,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,0.4046629408802927
2,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,-0.5363709259333302
2,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,-1.0582513829963893
2,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,-1.1812384567044996
2,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,0.5445635870903016
2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,0.4466539163837087
2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,0.6763528090264268
2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,-0.3817436525994361
2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,-1.3457657698373422
2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,-0.6559358619677818
2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,-1.1065032571285531
2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,-0.4260429629773519
2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1.5285413463564395
2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,-0.17068058615332113
2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,-1.080374708859468
2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,-1.7954044245350604
2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,-0.06370637296983554
2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,0.615233455743313
2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,-0.6119643747073864
2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,-0.737114858598046
2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,-1.3528095359826608
2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,0.31803139125371277
2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,0.6401103014162298
2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,0.6465905569404805
2,0,8,6,0,0,0,2,2,0,4,0,0,0,4,0,0,0,0,0,16.08900635207179
2,0,6,6,0,2,4,0,0,0,2,0,0,2,0,0,2,2,0,0,25.507789234116473
2,0,6,2,2,4,0,0,4,2,0,0,2,0,0,2,0,2,2,0,9.200284017317621
2,0,6,2,0,2,0,2,2,0,0,0,0,2,0,2,0,4,4,2,16.764232783741587
2,0,6,0,0,2,2,2,0,0,0,2,6,2,0,2,0,2,0,0,23.342166333319962
2,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,8,2,0,75.78756201793695
2,0,4,2,0,4,0,2,0,2,0,2,2,0,0,2,0,0,0,8,10.361932181157494
2,0,4,0,6,2,0,0,0,0,6,0,0,4,2,0,0,0,0,4,23.624110594489
2,0,4,0,2,0,0,4,8,0,2,0,0,0,0,0,0,0,0,6,2.725342344353025
2,0,4,0,0,0,6,0,0,0,0,0,8,2,0,0,2,4,0,2,7.894871678759212
2,0,4,0,0,0,0,0,0,2,0,2,0,8,2,6,0,2,2,0,12.995561723314083
2,0,2,4,0,0,2,0,0,0,0,0,2,0,6,0,4,8,0,0,30.621636388127378
2,0,2,4,0,0,0,0,6,0,2,2,6,0,2,0,0,4,0,0,4.641635391615028
2,0,2,2,2,6,0,2,0,0,0,2,2,0,4,0,4,0,2,0,2.1995893487065636
2,0,2,2,0,8,0,0,0,0,2,2,0,0,0,4,2,0,4,0,17.951315783420778
2,0,2,2,0,2,0,2,0,2,2,0,0,0,0,4,8,2,2,0,9.913435002220961
2,0,2,0,6,0,0,0,0,0,2,0,0,2,0,0,0,2,0,6,46.67354603375078
2,0,2,0,4,10,0,0,2,0,2,0,4,0,0,0,0,2,2,0,29.472557617160223
2,0,2,0,4,4,0,2,0,0,0,0,0,4,0,0,0,2,4,4,3.9249043927136595
2,0,2,0,4,2,0,2,0,0,0,8,4,0,0,2,0,0,0,0,31.273985674846045
2,0,2,0,4,0,0,0,0,0,6,4,2,0,4,4,0,0,2,0,11.075789695822735
2,0,2,0,2,2,0,2,0,0,0,4,0,4,0,2,2,2,0,0,2.465023097664163
2,0,0,10,0,6,2,0,0,2,2,2,0,0,0,0,2,0,0,0,14.99089174757563
2,0,0,8,0,2,4,0,2,0,0,4,0,0,0,0,4,0,4,0,12.076402660078536
2,0,0,6,0,4,0,0,0,0,2,2,0,0,0,6,4,0,0,2,15.295900800068882
2,0,0,6,0,0,0,14,0,0,0,6,0,0,2,0,0,0,0,0,15.27959863589063
2,0,0,4,4,2,0,2,0,0,4,0,0,2,0,4,2,0,0,0,30.917334648666216
2,0,0,4,4,0,2,6,0,4,2,0,2,0,2,0,0,0,0,2,30.935260158658277
2,0,0,4,4,0,0,2,0,2,0,8,2,4,0,0,0,0,0,2,2.992684954495964
2,0,0,4,0,0,8,0,0,4,0,2,6,0,2,2,0,0,0,0,14.49295257292473
2,0,0,4,0,0,4,0,4,6,0,0,6,2,0,2,0,0,0,0,3.318062330406086
2,0,0,2,2,6,0,2,4,0,0,2,2,0,2,0,2,0,0,2,11.902705419282384
2,0,0,2,2,0,2,8,0,0,2,2,0,0,0,0,0,4,4,0,4.260063030948611
2,0,0,2,2,0,0,2,6,0,0,0,8,0,2,4,2,0,0,0,19.369859177674307
2,0,0,2,0,6,0,0,0,0,4,0,2,2,0,0,0,2,2,2,29.4744745162443
2,0,0,2,0,4,6,0,6,2,0,0,0,2,0,0,2,4,0,0,0.7499693857702624
2,0,0,2,0,4,4,2,0,2,6,2,0,0,2,2,0,2,0,0,19.11441850144066
2,0,0,2,0,4,4,0,0,0,0,0,0,4,4,0,0,2,0,8,41.697908607127765
2,0,0,2,0,2,0,4,4,0,0,0,2,0,4,2,0,4,0,2,52.92541680337849
2,0,0,2,0,2,0,2,2,2,0,0,12,0,0,6,0,0,0,0,36.98045696605073
2,0,0,2,0,2,0,0,4,2,6,2,2,0,0,6,0,0,2,0,45.21861249564051
2,0,0,2,0,0,6,2,0,0,4,0,2,0,0,0,0,4,6,2,1.221399137585909
2,0,0,2,0,0,0,2,0,0,6,0,2,2,0,0,0,0,6,8,10.230273198969938
2,0,0,2,0,0,0,0,6,0,4,0,0,0,0,2,2,6,2,4,4.304608896745297
2,0,0,2,0,0,0,0,0,4,0,2,0,0,4,0,6,6,4,0,4.65230399423015
2,0,0,0,2,8,0,4,0,0,0,4,2,2,2,0,2,0,0,2,11.572905562087179
2,0,0,0,2,0,2,4,0,0,4,0,2,4,2,0,2,4,0,2,48.064398841895006
2,0,0,0,0,12,2,0,2,0,6,0,0,0,0,0,4,0,0,0,19.510711415429967
2,0,0,0,0,8,2,0,0,0,0,0,4,0,2,0,8,0,0,2,38.05439202191591
2,0,0,0,0,4,6,2,8,2,0,0,0,0,0,0,0,0,0,0,10.666579685028594
2,0,0,0,0,4,4,2,6,0,2,2,2,0,4,0,0,0,0,2,14.174127640616108
2,0,0,0,0,2,4,12,0,0,0,0,0,0,0,4,4,0,0,2,9.269641716580516
2,0,0,0,0,2,2,4,0,0,0,0,0,2,0,0,6,0,4,0,5.3973106987658
2,0,0,0,0,2,0,0,0,2,2,8,2,0,2,0,0,2,8,0,25.09611948381766
2,0,0,0,0,0,2,8,2,2,0,2,4,0,0,0,8,0,0,0,45.692330615144044
2,0,0,0,0,0,2,0,0,2,0,2,8,0,0,2,4,8,0,0,12.670011858346717
2,0,0,0,0,0,0,4,4,0,0,0,12,2,0,0,0,2,2,0,8.598765697366645
2,0,0,0,0,0,0,4,2,2,2,2,0,0,2,2,2,10,0,0,2.301123382656284
2,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,4,0,0,8,29.39285077300174
1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1.294624443628771
1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,-1.1878773518888257
1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,-0.6936638239258429
1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,1,-0.5318916758108115
1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1.287822202312786
1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1.5250256515031058
1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,0.4755889295836424
1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,-0.2271802185789463
1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,-1.4452070019062855
1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,-0.2163845066457219
1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2.4091617861421075
1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,-1.1573594920649406
1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,0.5950579110163249
1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,-0.41613500213613275
1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,0.14898044774510374
1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,0.5272451608938801
1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0.6795122667028582
1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1.5785442962209961
1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1,1,-0.5084198730903701
1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,0.5821402422339661
1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,0.7513833223217313
1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,-0.6477096611633462
1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,2,1,1.933430510038054
1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,0.8429018305522764
1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,0.42203150273304213
1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1.4447735638563908
1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,1,0.2743185495996818
1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,-0.5009036308817382
1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,-0.5254261697162698
1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,0.03485082820933312
1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,-1.260697280238586
1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,0.060709915627907424
