10,8,0,2,2,0,0,0,0,0,4,2,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0,0,2,0,7.919448161121912
10,0,0,0,0,6,2,0,0,0,4,0,2,4,0,0,2,0,0,0,4,0,2,0,0,2,2,0,0,0,2.5204966307791614
8,0,2,2,0,0,8,0,2,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,6,24.998416427656895
8,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,2,0,0,4,2,0,0,4,2,2,4,0,0,0,4.63021894044435
6,2,4,0,0,0,0,2,0,0,0,0,0,4,0,0,0,2,10,0,4,0,0,2,0,0,0,0,0,0,20.632798611352694
6,2,2,2,0,4,0,0,2,0,2,0,4,0,0,0,0,0,2,0,0,2,4,0,0,4,0,2,0,0,1.4404799861548288
6,2,0,8,0,4,2,0,0,4,6,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,5.696407397937633
6,2,0,4,2,2,0,0,0,0,0,0,2,2,0,0,0,2,2,0,2,0,6,0,0,0,0,2,6,0,5.011977314629562
6,0,4,0,6,2,0,2,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,2,4,0,0,15.34365138662698
6,0,0,2,0,0,0,2,0,0,0,4,2,2,0,2,2,0,0,6,0,6,0,0,0,0,0,0,4,2,3.174625994846751
4,6,0,2,0,0,0,2,0,0,2,0,2,2,0,2,0,8,0,2,2,0,0,4,0,0,2,0,0,0,15.549085556147554
4,4,4,2,2,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,2,0,0,4,38.5778575157652
4,4,2,0,2,0,2,0,0,0,2,2,0,0,0,4,2,2,0,4,4,4,0,0,0,0,0,2,0,0,1.1397133323220876
4,2,8,0,0,0,0,4,0,2,0,0,0,2,2,0,0,0,2,0,0,4,2,0,0,4,0,0,0,0,15.410464277332302
4,2,6,2,0,2,0,0,4,0,2,0,2,0,2,0,0,0,0,0,0,6,0,0,4,2,0,2,0,0,12.856654862661957
4,2,2,0,0,2,6,0,0,2,4,0,2,2,4,0,0,2,2,0,0,0,0,2,0,0,0,0,2,2,31.530845603761783
4,2,0,6,4,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,4,0,4,2,20.987853931664297
4,2,0,0,0,0,6,0,0,0,0,4,4,6,2,0,0,0,0,0,2,2,0,0,8,0,0,0,0,0,21.52314009727929
4,2,0,0,0,0,0,0,2,2,0,4,4,0,2,2,0,2,6,4,0,0,0,0,2,0,0,2,0,2,16.366599149482774
4,0,2,4,0,2,0,0,2,0,8,2,0,0,0,0,0,0,4,0,4,0,2,2,0,0,4,0,0,0,12.53743917389865
4,0,2,0,2,2,2,0,0,0,0,0,6,0,0,2,0,0,0,6,2,8,0,0,2,0,0,0,0,0,3.9338116911661354
4,0,2,0,2,0,0,2,2,0,0,0,8,0,0,2,0,0,2,4,0,0,0,4,0,0,4,4,0,0,1.6523678682909066
4,0,0,2,2,0,2,0,0,0,0,4,6,2,0,4,0,0,0,4,0,0,0,8,0,0,0,2,0,0,0.3198318266271804
4,0,0,2,0,0,0,2,0,0,0,2,0,4,0,4,6,0,0,0,2,2,0,0,0,2,6,0,0,4,22.080934434479154
