10,0,8,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,2,6,0,0,0,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,2,0,7.456617992375078
10,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,4,2,0,0,0,0,2,0,0,6,0,0,2,0,6.024677734764335
8,4,2,0,0,2,2,0,0,0,0,8,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,6,0,2,0,0,0,0,5.299807247639239
8,4,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,8,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,6,4,0,15.387440400491508
8,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,4,2,2,0,0,0,4,10,0,0,2,0,6,0,0,0,0,0,0,2,0,0,0,2,0.06057277854555358
8,0,0,0,0,0,2,0,0,4,0,0,6,2,2,0,0,2,6,0,0,0,4,2,0,0,0,0,4,0,4,2,0,0,0,0,0,0,2,0,5.09061499461378
6,4,2,0,0,0,0,2,0,0,2,0,8,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2,2,4,0,0,6,2,0,0,2.8653310910330125
6,4,0,0,0,4,0,2,2,0,0,0,2,0,0,2,2,0,2,0,0,2,2,0,0,0,0,0,0,4,0,2,8,2,0,0,0,0,2,0,1.5409398855679948
6,2,2,0,2,2,4,0,4,0,2,2,0,0,0,6,0,0,0,0,2,0,2,2,4,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0.3651871466590773
6,2,0,0,4,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,4,4,0,0,2,0,2,0,6,0,2,0,0,0,0,0,2,2,4,0,5.887080574475319
6,0,2,0,4,0,2,0,0,4,2,2,0,0,0,2,0,0,0,4,0,0,4,0,0,2,0,0,10,4,0,0,0,0,0,0,0,0,2,0,5.352706462952248
6,0,0,6,2,2,0,0,0,2,2,0,0,0,2,0,2,2,0,2,0,0,0,4,0,0,0,0,4,0,0,0,2,0,2,2,4,2,0,0,4.271788455406133
6,0,0,2,0,0,2,0,0,4,0,4,0,2,2,0,0,0,0,2,2,0,4,0,0,2,0,2,0,2,2,0,0,0,0,0,0,6,2,2,35.96016866409034
6,0,0,0,2,2,2,0,0,0,0,2,0,2,4,0,0,4,0,0,2,0,2,4,0,2,0,2,0,2,2,2,0,0,0,0,0,4,0,2,6.603586758398171
4,6,4,2,0,2,2,0,2,0,0,0,0,0,8,0,0,2,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,20.319216486141087
4,2,2,2,2,2,2,0,0,0,8,0,0,0,0,0,0,0,2,0,4,2,0,0,4,0,0,0,2,0,0,0,0,4,0,0,0,2,0,2,10.733358812631169
4,2,2,2,0,0,2,0,2,0,0,0,2,8,2,6,0,2,2,0,0,2,2,0,4,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,16.956577393148834
4,2,0,0,4,0,0,2,0,0,2,0,0,0,4,0,2,0,2,2,0,4,0,4,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,2,5.383968642189801
4,2,0,0,0,0,4,0,2,0,4,0,4,2,0,2,0,0,2,2,2,0,0,0,0,4,0,2,2,0,0,2,0,0,0,2,2,0,0,2,12.790634349604296
4,0,0,0,6,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,2,2,2,0,2,2,0,2,4,0,0,0,2,2,6,2,0,2,2,25.08976758323744
4,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,8,0,4,0,0,0,2,2,0,0,2,2,6,0,0,4,2,2,0,0,4,0,7.196622838902278
4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,4,2,2,0,4,0,2,0,2,0,2,0,0,2,2,0,0,2,2,6,2,0,0,0,6.150660554789895
2,8,0,0,6,0,0,2,2,0,4,0,4,0,0,2,0,2,0,0,0,0,0,2,0,0,2,4,2,2,0,0,0,0,0,2,0,4,0,0,18.00264060653295
2,6,0,2,0,2,2,4,0,0,0,6,2,2,0,0,0,2,2,0,6,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,2,0,0,2,9.047181103436097
2,4,2,2,0,0,0,6,2,0,0,0,2,0,0,6,0,0,0,2,2,0,2,0,4,0,2,2,0,0,0,0,0,0,2,2,0,6,0,0,3.3912294969917203
2,4,0,4,0,0,4,2,0,0,0,0,0,2,0,2,0,4,0,0,4,0,2,0,0,0,2,0,2,2,0,4,0,0,0,0,2,0,2,6,6.0911022015585035
2,2,8,6,4,4,4,4,4,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.070871314799733
2,2,4,0,0,0,2,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,4,8,0,2,4,0,0,0,0,2,4,0,0,4,2,7.675642331414998
2,2,2,2,0,0,2,2,0,2,0,0,0,0,4,0,0,0,2,0,4,2,0,0,0,0,2,0,0,0,0,6,0,0,2,2,2,2,4,0,6.8577259983200065
2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.625247763629178
2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.556050067525775
2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.047453509921339974
