12,6,0,0,2,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,6,4,0,6,0,0,2,0,2,14.914969578116965
12,0,0,0,0,2,0,2,0,0,0,0,6,4,2,0,2,4,2,2,0,2,0,0,2,0,4,4,0,0,19.4985741210517
10,2,2,2,0,0,2,0,0,0,2,0,2,2,0,4,4,0,0,0,0,2,4,4,0,0,0,8,0,0,7.415457227630256
10,0,2,2,0,0,0,0,10,4,0,0,2,0,0,0,0,0,0,2,0,6,2,2,2,2,0,2,2,0,17.83823667956051
10,0,0,0,2,0,0,2,0,4,0,6,2,0,0,2,2,0,8,0,2,0,0,0,0,0,0,2,4,0,10.193960509712777
8,4,0,0,0,2,0,0,2,4,0,0,0,4,6,2,0,2,2,2,4,0,0,2,0,6,0,0,0,0,11.339860225565312
8,0,6,0,0,0,4,0,0,0,0,2,4,8,2,2,0,0,4,2,2,0,0,0,2,2,2,0,0,0,36.659023284582034
6,4,0,0,2,0,2,0,0,0,0,0,6,4,0,0,0,0,2,0,0,0,2,2,4,0,12,0,0,4,0.06432217628725774
6,2,2,0,4,0,0,4,2,0,4,0,0,4,0,0,2,2,0,4,0,4,0,2,0,0,0,0,2,2,6.916606500556487
6,0,2,0,6,2,0,0,0,2,0,4,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,12,2,0,18.245026300536395
6,0,0,0,10,6,0,4,2,0,2,4,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9.20654303945057
6,0,0,0,2,2,4,0,0,0,0,0,0,6,0,8,0,2,0,0,0,0,0,2,2,0,4,0,0,2,7.989421188307695
6,0,0,0,0,2,0,6,2,0,2,4,2,0,4,2,0,4,0,0,6,0,0,2,2,0,0,2,2,0,6.056526387094695
4,8,0,2,0,2,0,0,4,0,2,0,0,0,2,0,0,0,0,0,6,0,4,0,0,0,4,6,2,0,13.236211840016232
4,4,4,8,6,6,2,4,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8599520332505928
4,2,2,0,2,0,0,2,2,0,0,2,6,0,0,6,2,4,6,0,2,2,0,0,2,0,2,0,2,0,37.08750480664877
4,2,0,0,0,0,2,4,0,2,2,4,2,0,2,2,2,2,0,12,6,0,0,0,0,0,0,0,2,0,4.3882681512058
4,2,0,0,0,0,2,0,0,2,0,0,4,2,4,4,6,4,2,0,2,0,0,0,4,0,2,4,0,2,6.572415292809324
4,0,8,6,2,2,0,0,2,0,4,0,2,0,0,0,4,0,0,2,0,0,0,0,4,0,0,4,6,0,11.704372125127419
4,0,8,0,0,0,4,0,6,0,4,0,0,0,0,0,0,2,0,0,8,6,0,0,4,0,2,0,2,0,11.230977640602095
4,0,6,4,0,4,4,2,0,4,0,0,2,2,0,4,0,0,0,2,0,4,0,0,0,4,2,0,0,0,5.320081208522464
4,0,6,0,0,0,0,0,2,2,4,0,0,0,10,4,0,0,0,6,0,6,0,0,0,4,0,0,0,2,23.110012831084735
4,0,0,2,4,0,0,2,6,0,0,2,2,6,6,0,0,2,8,2,2,0,0,0,0,0,0,0,2,0,8.535990687209598
4,0,0,2,2,0,2,6,0,0,2,0,2,0,0,2,2,0,10,0,2,0,0,0,4,2,2,4,0,2,28.813526634062804
4,0,0,0,0,10,2,2,0,2,2,6,0,0,0,0,2,8,6,0,0,0,0,2,0,2,0,0,0,2,1.0346788863906764
4,0,0,0,0,4,0,0,0,2,0,0,0,6,0,0,0,0,0,12,0,4,4,0,0,6,0,2,4,2,1.5186941910701455
2,6,0,0,0,0,4,0,4,2,0,2,2,0,4,0,2,0,0,0,0,0,0,0,12,0,0,0,8,2,1.875047694106926
2,4,0,0,0,0,4,2,0,2,0,0,0,4,0,2,6,2,0,10,6,0,4,0,2,0,0,0,0,0,21.547761017175297
2,2,4,0,6,2,0,2,2,2,0,0,0,0,2,0,0,6,4,2,2,0,2,0,0,4,2,2,0,0,2.1157983242428045
2,2,4,0,0,4,0,0,0,0,4,0,10,0,2,0,8,4,0,0,0,4,0,0,0,0,2,0,0,4,17.00052350229854
2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,1,-1.658010975541223
2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,-0.5910296671783528
2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1.1979177868879929
2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,-0.08617560407391926
2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,-1.0953811795598334
2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,-1.6725164733922597
2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,-1.1963515928619557
2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,-1.2207446875279098
2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,1,-0.13263128495042362
2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,0.38788843492512914
2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,-0.9509238483472343
2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,-0.01041811048362037
2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,0.829639543727248
