12,2,6,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,6,2,0,0,0,2,0,0,0,0,4.899000584469069
10,8,0,2,2,0,0,0,0,0,4,2,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0,0,2,0,23.408525538124888
10,0,0,0,0,6,2,0,0,0,4,0,2,4,0,0,2,0,0,0,4,0,2,0,0,2,2,0,0,0,19.84428958040344
8,2,2,2,0,0,0,0,0,0,0,6,2,2,0,2,0,0,2,0,2,0,0,4,0,0,0,2,0,4,0.021305585841321154
8,0,2,2,0,0,8,0,2,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,6,12.043716618100891
8,0,0,0,4,0,0,0,0,0,0,0,8,0,2,4,0,0,6,0,0,2,0,0,0,0,0,2,0,2,19.664731769843545
8,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,2,0,0,4,2,0,0,4,2,2,4,0,0,0,13.306944137251039
6,6,0,2,0,0,0,0,0,0,0,4,0,0,6,0,0,2,0,8,2,0,0,0,0,0,0,4,0,0,15.603712851563337
6,4,0,4,0,0,0,2,4,0,2,0,0,0,0,0,2,0,4,2,4,0,0,0,2,0,0,4,0,0,9.833195923468438
6,4,0,0,2,0,4,4,2,4,0,0,0,2,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,29.09462967604758
6,2,4,0,0,0,0,2,0,0,0,0,0,4,0,0,0,2,10,0,4,0,0,2,0,0,0,0,0,0,5.496088545664916
6,2,2,2,0,4,0,0,2,0,2,0,4,0,0,0,0,0,2,0,0,2,4,0,0,4,0,2,0,0,1.400390711567229
6,2,0,8,0,4,2,0,0,4,6,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0.5036959720348808
6,2,0,4,2,2,0,0,0,0,0,0,2,2,0,0,0,2,2,0,2,0,6,0,0,0,0,2,6,0,3.686774872417453
6,2,0,2,4,4,0,2,2,0,0,0,0,2,4,4,2,0,0,0,0,2,0,0,2,0,0,0,0,0,12.570077682031966
6,2,0,2,2,0,0,0,0,2,2,0,4,0,2,0,2,0,2,0,0,2,4,0,2,2,0,2,0,2,11.282016058426365
6,0,6,12,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0.20780829131865786
