34,0,4,2,2,4,0,8,29.38015307306839
30,8,0,8,0,0,12,2,3.1688588225327083
30,0,6,0,4,10,2,6,133.97537131106702
30,0,2,0,2,4,16,2,52.05695216941247
24,10,4,2,0,8,0,12,3.776486983126456
24,8,8,4,0,6,0,10,91.2722861075356
22,8,10,4,4,0,4,0,13.900022698598898
22,8,0,0,6,6,10,6,6.276976184930056
22,6,0,8,0,8,0,8,43.47633836313025
22,0,8,0,2,0,2,24,103.64981552477852
20,2,0,2,0,14,14,4,6.64846375578853
18,6,0,10,0,8,12,2,56.008298330097354
18,4,16,8,0,0,2,2,151.55794884259979
18,4,0,0,12,8,4,6,49.39287209982851
18,2,0,2,6,16,0,0,4.786621112645633
16,32,2,2,0,8,0,0,45.46555315960062
16,18,12,2,0,2,0,0,36.83624607234112
16,8,4,10,0,0,4,18,0.8181680118774866
16,6,12,6,4,10,4,2,49.59374778991385
16,4,4,0,0,14,16,6,8.21107547026969
16,2,10,2,0,4,10,2,53.74292372373285
16,2,2,6,0,2,10,14,50.482130935351115
16,2,2,0,0,4,18,18,59.4023255117148
16,0,14,0,8,0,8,12,95.9282815075212
14,10,0,4,4,10,0,4,34.30458718412732
14,6,6,2,4,8,0,6,1.163225504085437
14,4,2,0,22,8,0,10,17.358026519723417
14,2,16,18,0,0,10,0,30.574574634003827
14,0,14,0,16,2,6,0,33.82471540354354
14,0,4,4,30,0,8,0,15.171501612815437
12,18,0,2,4,16,4,0,19.592156846374863
12,14,8,14,10,0,0,0,82.21054208293063
12,8,0,4,24,2,6,0,11.00613774780627
12,4,4,0,18,2,6,2,-0.33138676845119786
12,4,2,6,4,12,2,10,-1.6882479093238014
12,4,0,18,4,2,2,6,104.53116925157939
12,2,4,20,4,6,10,2,57.650488539578596
12,2,0,4,26,0,10,2,27.93048530507115
12,0,20,8,4,6,2,2,17.64736280354553
12,0,0,8,24,10,2,0,10.486849248414375
10,20,12,6,0,4,0,2,120.07262544641904
10,18,4,8,2,2,4,0,61.39816808488141
10,10,2,8,16,4,8,2,-0.02890593542073258
10,8,4,0,0,2,8,16,34.30365460252014
10,8,0,4,6,14,16,0,17.407559645566863
10,6,12,4,0,8,14,4,70.47305776476954
10,6,4,2,14,2,0,6,71.71541380493669
10,6,4,0,0,4,10,0,11.777661436856379
10,6,2,10,0,6,2,22,79.34149592959331
10,4,4,20,0,0,22,0,112.66903943412481
10,4,4,16,2,2,10,10,0.09188792190824986
10,2,12,8,2,10,14,2,13.168251003283338
10,2,6,24,2,2,2,12,49.73389485460783
10,2,6,12,16,0,8,0,71.83603351268718
10,2,2,10,20,4,6,2,0.06759040855370681
10,0,18,6,0,12,2,10,39.55873734375199
10,0,2,6,4,2,20,16,1.11667413551165
8,26,10,4,4,0,0,6,35.75994946692219
8,20,10,2,10,0,2,2,0.5330035906139086
8,14,2,0,10,4,0,2,34.24920633725024
8,14,0,6,8,20,2,2,53.022726847640854
8,10,12,2,0,6,14,6,37.12414865863535
8,10,8,10,8,10,2,0,-0.860013673587661
8,10,6,20,0,6,6,2,-0.48430902125157904
8,10,6,0,6,4,20,2,0.483726585883851
8,8,14,0,8,0,6,2,71.80925092112571
8,8,6,8,0,8,16,2,0.776578987372894
8,8,2,4,0,18,0,16,37.853028683309
8,7,7,7,8,6,7,6,-1.8272285940298394
8,7,6,7,7,7,7,5,0.4730721124724108
8,7,6,7,7,6,7,6,0.5309898405076132
8,6,8,8,14,0,6,10,15.896109131933338
8,6,7,7,7,7,7,6,-0.5177295685409379
8,6,7,7,7,6,7,6,-1.1844696377804407
8,6,7,7,6,6,7,6,-2.0044865731270622
8,6,7,6,8,7,7,6,0.7184449577326266
8,6,7,6,8,6,7,6,-0.4078837897763343
8,6,7,6,7,6,7,6,-0.06316808104829387
8,6,6,7,8,7,7,6,0.7732451236917419
8,6,6,7,8,6,7,6,-0.9880683501366937
8,6,6,7,7,7,7,6,-0.567872683387452
8,6,6,7,7,6,7,6,-0.3833581278758365
8,6,6,7,6,6,7,6,1.8033054498075571
8,6,6,6,8,7,7,6,-0.9468389344652218
8,6,0,6,14,16,0,10,25.772674096176683
8,6,0,6,4,2,10,18,20.3583406461606
8,4,4,6,12,4,2,2,1.1050533226693002
8,4,0,12,4,8,2,18,95.95389556922683
8,4,0,2,4,22,2,18,86.15526626711056
8,2,14,12,2,0,2,18,31.723044041573882
8,2,14,0,2,0,16,10,3.6409830891057977
8,2,2,14,16,4,0,0,102.91815694051172
8,2,2,0,32,0,8,2,25.85649527332934
8,0,12,0,4,2,0,30,11.75131983932617
8,0,6,14,4,0,10,4,75.33040160097543
8,0,6,0,8,10,6,2,58.17596928313772
7,7,7,7,8,7,7,6,0.40914231763879966
7,7,7,7,8,7,7,5,-0.8184938454918178
7,7,7,7,8,7,6,6,-0.43647147586287804
7,7,7,7,8,6,8,6,0.11642416764228067
7,7,7,7,8,6,7,7,0.23332333835727695
7,7,7,7,8,6,7,6,0.1518830168750642
7,7,7,7,8,6,7,5,-0.9754942341133922
7,7,7,7,8,6,6,6,0.10730677669257939
7,7,7,7,7,7,8,6,0.15415896421693062
7,7,7,7,7,7,8,5,-0.0075906739177571654
7,7,7,7,7,7,7,7,-0.8588471817195161
7,7,7,7,7,7,7,6,-0.021182267627194707
7,7,7,7,7,7,7,5,0.5353366369823032
7,7,7,7,7,7,6,6,0.481081486913024
7,7,7,7,7,6,8,6,1.0993754748613547
7,7,7,7,7,6,7,7,-0.3118269283456195
7,7,7,7,7,6,7,6,1.173074189031405
7,7,7,7,7,6,7,5,1.1083961611541844
7,7,7,7,7,6,6,7,0.7413700429049713
7,7,7,7,7,6,6,6,-1.108493363570955
7,7,7,7,6,6,7,6,-0.35713813648275117
7,7,7,6,8,7,7,6,1.9755489912667807
7,7,7,6,8,7,7,5,-0.8190146810258678
7,7,7,6,8,7,6,6,-2.3651827075772682
7,7,7,6,8,6,7,7,-1.4191639621031529
7,7,7,6,8,6,7,6,0.40274825989686364
7,7,7,6,8,6,7,5,0.4995399454782522
7,7,7,6,7,7,7,7,-0.5832108800338758
7,7,7,6,7,7,7,6,0.25650499999225457
7,7,7,6,7,7,7,5,-0.2756746114546205
7,7,7,6,7,6,7,6,1.1777755381193773
7,7,6,8,7,6,7,6,-0.43620454097607253
7,7,6,7,8,7,7,6,-3.0722028274347553
7,7,6,7,8,7,7,5,0.33031949125556115
7,7,6,7,8,7,6,6,1.0559327670098175
7,7,6,7,8,6,8,6,-0.9933796971153726
7,7,6,7,8,6,7,7,-1.1641007027070667
7,7,6,7,8,6,7,6,0.17639236627652377
7,7,6,7,7,7,8,6,1.0866002174041463
7,7,6,7,7,7,7,7,-0.6583207619774007
7,7,6,7,7,7,7,6,1.6280334453332554
7,7,6,7,7,7,7,5,0.26611437088834194
7,7,6,7,7,6,8,6,-0.2945721150299736
7,7,6,7,7,6,7,7,0.8069899645316417
7,7,6,7,7,6,7,6,0.9060242791461545
7,7,6,7,7,6,7,5,0.03303495307532244
7,7,6,7,6,6,7,6,0.5981898928754618
7,7,6,6,9,6,7,6,-0.5069856782994316
7,7,6,6,8,7,7,7,-2.4406819504978072
7,7,6,6,8,7,7,6,1.0216590621650907
7,7,6,6,8,7,6,6,-0.09997991275007397
7,7,6,6,8,6,7,7,1.4948567603845602
7,7,6,6,8,6,7,6,0.8330885623010189
7,7,6,6,8,6,6,6,-0.22779802260136325
7,7,6,6,7,7,7,7,-1.031251702006593
7,7,6,6,7,7,7,6,-0.6355040330678069
7,7,6,6,7,6,7,7,0.6354190304018558
7,7,6,6,7,6,7,6,0.7196134582582605
7,6,8,7,7,7,7,6,0.5882985562145713
7,6,8,7,7,6,7,6,-0.47074730256134256
7,6,8,6,7,6,7,6,0.21262555919515694
7,6,7,8,8,7,7,6,-2.009552626281073
7,6,7,8,8,6,7,6,-0.646579183637478
7,6,7,8,7,7,7,6,-1.0412970460147324
7,6,7,8,7,6,7,6,1.105647509440124
7,6,7,7,8,7,8,6,0.9846182617748249
7,6,7,7,8,7,7,7,0.9608933114194605
7,6,7,7,8,7,7,6,1.0213112391511534
7,6,7,7,8,7,7,5,-0.3198943700387334
7,6,7,7,8,7,6,7,0.39603853644414194
7,6,7,7,8,7,6,6,1.0816605630509373
7,6,7,7,8,6,8,6,-0.4547997290934288
7,6,7,7,8,6,8,5,0.630279647754923
7,6,7,7,8,6,7,7,-0.053572908024193754
7,6,7,7,8,6,7,6,0.2018411318133897
7,6,7,7,8,6,7,5,-0.30076983809512514
7,6,7,7,8,6,6,7,-0.5662632496784256
7,6,7,7,8,6,6,6,0.49556120162558526
7,6,7,7,8,6,6,5,-1.2840588775029635
7,6,7,7,7,7,8,7,0.468837686361158
7,6,7,7,7,7,8,6,0.2689957721998725
7,6,7,7,7,7,7,7,-0.7048775027891149
7,6,7,7,7,7,7,6,0.16356097940048414
7,6,7,7,7,7,7,5,0.40709896913844057
7,6,7,7,7,7,6,7,-0.6396603538038474
7,6,7,7,7,7,6,6,-1.2305109474066556
7,6,7,7,7,6,8,7,-1.198626688519618
7,6,7,7,7,6,8,6,-0.5970308409951852
7,6,7,7,7,6,7,7,1.582358086909597
7,6,7,7,7,6,7,6,0.7220930735124919
7,6,7,7,7,6,7,5,0.5316513046344008
7,6,7,7,7,6,6,6,-1.049801271447734
7,6,7,7,6,7,7,6,-1.8109637280393764
7,6,7,7,6,6,8,6,1.1058505138333676
7,6,7,7,6,6,7,6,-1.114356214447357
7,6,7,6,8,7,8,6,0.23002779932489867
7,6,7,6,8,7,7,7,1.259130684221195
7,6,7,6,8,7,7,6,0.718499562194026
7,6,7,6,8,7,7,5,-2.3640661501486533
7,6,7,6,8,7,6,6,0.20976175380490827
7,6,7,6,8,6,8,6,1.37302084468845
7,6,7,6,8,6,7,7,0.7410877175082105
7,6,7,6,8,6,7,6,-0.5172276235730515
7,6,7,6,8,6,7,5,0.31931780688111666
7,6,7,6,8,6,6,6,-0.6561511772812672
7,6,7,6,7,7,8,7,0.8671440281183466
7,6,7,6,7,7,8,6,0.21784356478454514
7,6,7,6,7,7,7,7,-0.9017442888043437
7,6,7,6,7,7,7,6,-0.21219134585019592
7,6,7,6,7,7,6,7,-1.6396372107663004
7,6,7,6,7,7,6,6,-0.19886418906325246
7,6,7,6,7,6,8,6,-0.7020304400174808
7,6,7,6,7,6,7,7,-1.1654187188505924
7,6,7,6,7,6,7,6,2.0143945105167
7,6,7,6,7,6,7,5,-2.6939397517896637
7,6,6,8,8,6,7,6,-0.9226754143525794
7,6,6,8,7,7,8,6,-2.5003511269721854
7,6,6,8,7,7,7,6,1.0653067545206034
7,6,6,8,7,6,7,6,0.37335520133029304
7,6,6,7,8,7,8,6,-1.037703973004243
7,6,6,7,8,7,7,7,1.3367246706439033
7,6,6,7,8,7,7,6,0.28712641665325667
7,6,6,7,8,7,7,5,1.0652274994301831
7,6,6,7,8,7,6,7,-0.9483016892006305
7,6,6,7,8,7,6,6,0.7029815897135796
7,6,6,7,8,6,8,6,0.24866223483562516
7,6,6,7,8,6,7,7,0.24646905214363918
7,6,6,7,8,6,7,6,0.7899665974117137
7,6,6,7,8,6,7,5,1.7914245875061416
7,6,6,7,8,6,6,7,1.98095510237293
7,6,6,7,8,6,6,6,-0.7022176863041526
7,6,6,7,7,7,8,7,-0.08160510357024162
7,6,6,7,7,7,8,6,-1.2617473387467777
7,6,6,7,7,7,8,5,-0.7326155045534863
7,6,6,7,7,7,7,7,0.5980505541020595
7,6,6,7,7,7,7,6,0.4222944674616737
7,6,6,7,7,7,6,7,1.187308683365672
7,6,6,7,7,7,6,6,-1.3974121310687715
7,6,6,7,7,6,8,7,0.8304070313416628
7,6,6,7,7,6,8,6,0.3884792579657774
7,6,6,7,7,6,7,7,0.8189749751935645
7,6,6,7,7,6,7,6,0.7500819409707439
7,6,6,7,7,6,7,5,0.7464901681934688
7,6,6,7,7,6,6,7,0.3397123527053932
7,6,6,7,7,6,6,6,0.5775138349050467
7,6,6,7,6,7,7,6,1.0455916231782922
7,6,6,7,6,6,7,6,0.6794313892596454
7,6,6,6,9,6,7,6,0.38124542503092773
7,6,6,6,8,7,8,6,-0.9665027018761883
7,6,6,6,8,7,7,7,-0.2582709320055317
7,6,6,6,8,7,7,6,-0.27264418199062207
7,6,6,6,8,7,6,7,-0.43037370624524435
7,6,6,6,8,7,6,6,0.28892278897341805
7,6,6,6,8,6,8,7,0.7878951597803353
7,6,6,6,8,6,8,6,-0.1800648665081594
7,6,6,6,8,6,7,7,0.7615631162726424
7,6,6,6,8,6,7,6,0.652102311816355
7,6,6,6,7,7,8,6,0.33056420211508475
7,6,6,6,7,7,7,7,1.3082037099961255
7,6,6,6,7,7,7,6,-0.10169640380222711
7,6,6,6,7,6,8,6,-0.7971686479351334
7,6,6,6,7,6,7,7,-0.9193401370952725
7,6,6,6,7,6,7,6,0.7520622079640861
7,5,7,8,7,6,7,6,0.20255077923954895
7,5,7,7,8,7,7,7,-0.23970679956687024
7,5,7,7,8,7,7,6,0.254110598214435
7,5,7,7,8,6,7,7,0.9257649927888664
7,5,7,7,8,6,7,6,-0.11461813196766556
7,5,7,7,7,7,8,6,-1.4704134688968513
7,5,7,7,7,7,7,7,-0.16134254499117048
7,5,7,7,7,7,7,6,0.09211845587350766
7,5,7,7,7,6,8,6,-0.4806973003649164
7,5,7,7,7,6,7,7,0.016678235798937048
7,5,7,7,7,6,7,6,-0.7238697792589431
7,5,7,6,8,7,7,6,1.7886550693090582
7,5,7,6,8,6,7,6,-0.7004449268824222
7,5,6,7,8,7,7,6,-1.3850040066382805
7,5,6,7,8,6,7,6,-0.1689556248123776
7,5,6,6,8,7,7,6,-0.17103615929498903
6,42,4,0,0,0,0,0,24.102065205294696
6,22,2,0,6,0,6,4,54.88833879062404
6,18,4,22,8,0,0,2,76.74653536569664
6,16,12,2,20,0,0,2,12.157377635136264
6,14,6,0,6,8,14,0,35.360674206284436
6,10,2,4,36,0,2,0,65.92965935229749
6,10,0,8,14,10,0,8,46.75842910966266
6,8,8,8,10,4,14,2,1.509052906551469
6,7,7,7,8,7,7,6,0.29980033976544757
6,7,7,7,8,7,6,6,-0.9602188689766917
6,7,7,7,8,6,7,7,0.32815154150824943
6,7,7,7,8,6,7,6,0.2957826494191801
6,7,7,7,8,6,6,6,0.007853402461586159
6,7,7,7,7,7,7,7,-0.19451380341497918
6,7,7,7,7,7,7,6,-0.8637162285835561
6,7,7,7,7,7,6,6,0.5127791301968783
6,7,7,7,7,6,8,6,-0.6618835348660032
6,7,7,7,7,6,7,6,-0.32426646887381605
6,7,7,7,7,6,7,5,1.3829019415704893
6,7,7,6,8,7,7,6,-1.2715435657790852
6,7,7,6,8,7,6,6,0.7910336634907892
6,7,7,6,8,6,7,6,0.8788143027911676
6,7,7,6,7,7,7,6,-0.0759634772476047
6,7,7,6,7,6,7,7,-1.1039852668468488
6,7,7,6,7,6,7,6,-1.3102257976701843
6,7,6,7,8,7,7,6,-0.855424145673859
6,7,6,7,8,6,8,6,-0.9793389241203184
6,7,6,7,8,6,7,7,-0.0936001814985809
6,7,6,7,8,6,7,6,-1.340639976422617
6,7,6,7,7,7,8,6,-1.9109503039435836
6,7,6,7,7,7,7,7,-1.1716817883020394
