12,2,2,0,2,2,4,2,2,2,58.05295647073788
12,2,2,0,2,2,0,0,10,0,72.77267205050924
12,2,2,0,2,2,0,0,8,2,24.954619524326013
10,0,2,0,2,0,0,8,2,6,22.60169365072046
8,4,0,2,0,2,4,2,0,2,74.19551471547828
8,4,0,0,6,0,2,0,8,0,17.18891644225464
8,4,0,0,2,4,6,0,2,0,20.8965919724869
8,2,2,0,0,0,2,0,0,6,65.89204025842011
8,0,4,0,0,2,12,0,2,0,23.178486852605058
6,8,0,0,2,0,0,6,2,0,26.843390052315037
6,4,4,0,0,0,2,4,0,6,26.13511296930001
6,2,2,2,0,0,6,2,2,0,6.827447775424626
6,0,6,6,0,2,0,2,4,2,32.45012191762085
6,0,4,4,0,0,0,0,8,0,6.255980301878397
6,0,4,2,0,14,0,0,2,2,10.307215773698996
6,0,0,2,4,0,6,2,2,6,91.2054479720628
6,0,0,0,0,2,2,0,16,0,3.3985712880590837
6,0,0,0,0,0,8,4,2,6,15.055701714681858
4,8,0,4,0,0,0,8,0,0,91.0271264124279
4,8,0,2,2,0,2,0,12,0,5.786324804249968
4,6,2,0,0,6,8,2,2,0,5.003554623488786
4,4,2,8,4,2,0,0,4,2,90.01334723181952
4,2,12,2,0,0,0,2,4,0,70.53131834175078
4,2,6,14,0,0,2,0,0,0,64.95314939891064
4,2,4,6,2,0,6,2,0,0,4.431281862296044
4,0,4,6,0,2,2,2,6,2,6.955393884744517
4,0,4,0,0,12,2,6,0,2,47.586940439841584
4,0,2,6,4,0,12,2,0,0,106.08353784156208
4,0,2,0,8,8,0,2,0,6,50.200123494938445
4,0,2,0,6,4,0,6,4,0,16.348894347337605
4,0,0,4,0,0,10,0,2,4,57.05695094472142
4,0,0,2,2,6,2,0,4,6,52.56504681536585
3,3,3,3,4,3,3,3,2,3,0.04015985100331245
3,3,3,3,4,3,3,2,2,3,-0.024748334650271406
3,3,3,3,3,3,3,3,3,3,-0.8148565764620476
3,3,3,3,3,3,3,3,3,2,-0.036174440304426986
3,3,3,3,3,3,3,3,2,3,0.3811858888484327
3,3,3,3,3,3,3,3,2,2,0.6431397761360019
3,3,3,3,3,3,3,2,3,3,0.8539286479407591
3,3,3,3,3,3,3,2,3,2,0.28232329240131465
3,3,3,3,3,3,3,2,2,3,-0.8863024982648765
3,3,3,3,3,3,3,2,2,2,0.23840348710389903
3,3,3,3,3,3,2,2,3,3,0.00466038258162596
3,3,3,3,3,2,4,3,2,3,0.1344920705653007
3,3,3,3,3,2,4,2,3,3,1.3865231530182447
3,3,3,3,3,2,4,2,3,2,0.7731811994978608
3,3,3,3,3,2,4,2,2,3,-1.7408450610031294
3,3,3,3,3,2,4,2,2,2,-0.7627817537548155
3,3,3,3,3,2,3,3,3,3,1.0222440374265591
3,3,3,3,3,2,3,3,3,2,-0.1411617435852362
3,3,3,3,3,2,3,3,2,3,0.08750381681994666
3,3,3,3,3,2,3,3,2,2,-0.7656438710280643
3,3,3,3,3,2,3,2,3,3,-1.0366122880126047
3,3,3,3,3,2,3,2,3,2,1.7470358819762637
