34,2,0,0,6,4,6,2,0,6,1.9633096868100193
28,0,4,12,4,6,4,2,0,0,51.517491225646005
26,6,2,18,0,0,2,0,4,0,77.6041033050579
26,2,2,0,2,6,0,16,0,4,20.833023233210316
22,0,0,0,6,6,4,4,8,2,10.207671789457416
20,4,4,10,2,4,2,0,0,2,19.61041906516075
20,0,10,6,0,0,10,0,6,8,39.78125144225841
18,6,2,2,0,4,6,0,6,6,22.00084805560687
18,6,0,4,16,2,4,4,0,0,32.75883357242354
18,4,2,2,4,2,10,8,8,0,32.7670344938212
18,0,2,2,6,0,0,24,0,4,16.171662916571723
16,4,6,2,0,14,2,14,2,0,3.4488690901167365
16,4,0,18,0,0,14,0,6,0,13.038857360098971
16,0,8,0,0,2,0,10,0,20,59.8806854300355
16,0,6,4,0,0,6,4,18,6,22.429782085860786
16,0,6,0,6,2,0,0,2,8,42.43566524604419
16,0,2,4,0,0,12,12,8,0,11.032848957711973
14,12,12,2,4,4,0,4,0,4,70.38312800703174
14,4,6,6,0,12,2,6,2,2,0.03243801481749798
14,4,0,12,4,4,6,2,8,4,0.9239374327469135
14,2,0,6,4,14,6,2,2,10,45.72173928730438
14,0,22,0,0,2,0,10,6,4,84.36506944080826
14,0,6,4,0,16,0,6,8,6,35.17145087885281
14,0,2,10,6,18,6,0,0,0,130.43609008942485
14,0,0,16,6,0,4,0,10,6,74.14121920145801
14,0,0,6,2,2,2,6,16,4,55.42231218943705
14,0,0,4,0,2,28,6,4,0,27.381394112220843
14,0,0,0,4,2,22,6,0,4,3.260951270348926
12,16,12,2,2,4,4,0,0,8,58.32121558237543
12,12,24,4,6,0,0,0,0,0,94.7175044309127
12,12,24,2,0,0,0,2,4,0,40.192577513365215
12,12,0,4,4,12,2,0,6,4,81.5123370672064
12,10,4,8,6,2,2,8,6,0,1.253800209571249
12,10,4,2,8,2,4,2,6,2,-0.8277084897528332
12,10,0,0,2,10,6,2,18,0,6.866504677723843
12,6,10,2,12,0,0,18,0,0,6.853584514271416
12,2,12,2,2,0,8,6,8,0,33.144244107270666
12,2,10,2,0,14,4,0,0,12,48.85209970981883
12,2,8,2,2,4,12,0,2,2,25.08097821091563
12,2,2,2,20,2,10,2,0,6,61.119235693488505
12,2,0,18,10,2,0,6,6,2,42.713820538494005
12,2,0,4,2,4,2,8,14,0,13.478588537261324
12,2,0,2,10,12,4,0,0,0,9.961208555959775
12,0,6,10,2,4,0,2,10,12,66.19087984499495
12,0,4,24,2,6,2,2,2,4,45.72362536386258
12,0,2,6,34,0,0,0,2,4,25.576193707326787
12,0,2,0,0,6,10,2,2,12,47.2469087756924
12,0,0,16,2,14,4,10,2,0,0.4826721676158117
10,18,8,0,6,0,4,2,8,0,14.498790719652769
10,12,6,8,10,4,4,2,0,2,-0.220252264094243
10,10,0,4,4,8,16,2,0,4,29.475966071738767
10,8,2,6,2,12,12,0,2,4,0.6040573379197626
10,8,0,16,0,6,12,4,0,4,65.51290923596976
10,6,8,4,4,2,8,6,4,8,-0.11825548980316818
10,6,2,0,6,0,12,10,2,6,19.613989719306502
10,4,6,10,10,8,6,0,4,2,16.17966656741637
10,2,20,0,0,0,20,0,0,6,75.23948467239642
10,2,6,2,8,2,12,0,10,2,49.80324119935003
10,2,6,2,6,14,2,2,4,8,-0.5288927909212795
10,2,4,0,0,34,0,8,2,0,17.999387085148683
10,2,0,12,0,2,14,0,6,4,51.50474291406341
10,2,0,8,6,6,2,16,0,0,6.162238307290662
10,0,12,4,4,0,0,0,0,30,8.506842387948586
